63.035789 14.539266 -173.554443
62.881859 40.602757 -174.201935
60.518879 27.6166 -170.516068
45.200684 8.795263 -209.410522
36.526478 26.587284 -203.788071
39.023804 16.282312 -205.282486
68.079506 49.979942 -182.226959
53.405888 6.323697 -215.110947
61.551563 8.573562 -220.85199
44.564571 36.05645 -227.10231
40.715847 31.8349 -225.176758
39.309887 26.040222 -224.350983
40.780731 20.225149 -224.8591
44.676888 15.947825 -226.552139
49.863873 14.347693 -229.201828
54.639 15.859426 -231.816833
53.180958 46.580879 -216.212387
45.002434 44.28093 -210.381409
38.908943 36.845436 -205.845123
49.734154 37.567146 -229.837128
57.973705 20.072226 -233.958069
59.318184 25.859438 -235.044373
57.908772 31.682024 -234.275711
54.526649 35.968113 -232.367035
51.744858 18.65033 -242.917786
48.124969 17.588524 -241.682892
54.368336 21.575109 -243.934921
55.376041 25.580986 -244.417419
54.323418 29.595718 -244.154373
51.667229 32.542294 -243.297882
48.035393 33.629532 -242.121796
44.256855 32.566612 -240.893875
41.362312 29.637426 -239.981995
40.296921 25.629477 -239.566101
41.407131 21.616901 -239.762543
44.33445 18.674692 -240.513763
61.353851 43.957756 -221.820114
46.293907 17.881487 -270.470459
42.747955 16.794424 -270.275818
48.914829 20.817411 -270.795349
49.890224 24.819014 -271.037201
34.70858 28.659113 -270.590118
33.201038 24.682257 -270.542999
34.666573 20.727858 -270.507507
38.69471 17.841576 -270.293671
44.36311 17.43018 -281.039001
40.028755 16.291281 -281.546295
47.238625 20.058468 -280.208099
29.251101 19.799618 -282.277496
34.593803 17.304234 -282.135376
48.870518 28.816311 -271.013489
46.22694 31.728319 -270.833099
42.714951 32.748596 -270.624969
38.723381 31.613432 -270.506073
47.907299 24.526846 -280.807098
47.191593 29.015356 -280.448395
29.570223 28.469416 -281.942108
27.469788 24.062845 -283.0513
44.284103 24.453028 -282.272797
39.759129 24.34473 -282.832031
34.08007 24.146948 -283.272369
44.330051 31.524008 -281.353394
40.18541 32.412685 -281.602997
34.981461 31.068245 -281.78833
68.330177 5.337781 -181.015457
75.064468 3.531769 -191.278427
82.185776 4.888334 -201.188156
88.444351 13.823688 -208.925171
74.799477 51.456398 -192.611465
67.572281 15.889269 -225.476486
90.683586 26.648829 -212.048187
88.299034 39.563778 -209.625961
81.939362 49.033375 -202.400055
69.343941 26.113928 -227.790726
67.457512 36.429375 -226.038452
114.480705 14.530325 -155.091141
115.835793 4.33133 -163.655716
113.79245 28.419329 -150.639404
117.874329 1.675888 -177.445618
115.53804 51.866364 -164.911118
114.275635 41.923134 -155.54776
120.386971 3.667776 -190.927933
122.461311 13.815005 -200.101028
117.567108 53.485672 -178.971146
123.605789 27.008657 -204.141113
122.291534 40.232246 -200.798508
120.097496 50.983402 -192.21344
171.989792 2.194394 -178.535217
177.359375 15.197707 -158.381699
